id,code,date,customer,qty_input,qty_output,output_per_hour,lot_number,screw_config,machine_no,feed_rate,rpm,screen,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,resin_used,remarks
172,VA4869E,16-Feb-21,EVEREST,,254.83,80.05,8958AF-8963AF,STD,5,80,400,40/40,120,140,150,150,150,150,150,150,140,140,140,,,,
173,WA11278E,17-Feb-21,FORTUNE DARUMA,,266.03,66.51,8955AF-8957AF,STD,7,6,45,40/40,140,140,140,140,140,140,140,140,130,130,,,,,
174,VA4086E,17-Feb-21,EASTERN,,486.11,57.3,8935AF-8944AF,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
175,WA6168E-I,17-Feb-21,GILVAN,,981.83,202.44,8891AF-8900AF,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
176,CA8383E,18-Feb-21,GLOBAL COMPAK,,24,46.45,9019AF,STD,5,150,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
177,RA2187E,18-Feb-21,Incon,,53.81,46.12,9020AF; 9021AF,STD,5,80,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
178,WA2123E,18-Feb-21,KPC,,4950,264.02,8964AF-8996AF,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
179,BA13497E,18-Feb-21,EVEREST,,26.91,29.36,9048AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
180,GA5520E,19-Feb-21,H & E,,196.5,58.08,9111AF-9114AF,STD,3,10,45,40/40,140,140,140,140,140,120,120,,,,,,,,VACUUM ON
181,GA13527E,19-Feb-21,GREENPACK,,258.58,61.32,9089AF-9094AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
182,GA6246E,19-Feb-21,H & E,,52.91,46.69,9088AF,STD,3,22,36,40/40,180,200,180,180,180,180,180,,,,,,,,
183,BA12731E,19-Feb-21,PHIL-TOP,,369.04,69.2,9034AF-9041AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
184,WA2123E,19-Feb-21,KPC,,1065,269.91,8997AF-9004AF,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
185,MA4737E,4-Feb-21,EVEREST,,1106.79,31.48,8798AF-8812AF,STD,3,4.3,42,40/40,150,150,150,150,140,140,140,,,,,,,,VACUUM ON
186,YA6053E,9-Feb-21,EVEREST,,995.96,62.57,8813AF-8822AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
187,GA3383E,20-Feb-21,EVEREST(corr),,493.45,63.95,9101AF-9110AF,STD,3,15,15,40/40,120,110,110,110,110,120,120,,,,,,,,VACUUM ON
188,GA5520E,19-Feb-21,H & E,,199.56,47.51,9125AF-9128AF,STD,3,10,45,40/40,140,140,140,140,140,120,120,,,,,,,,VACUUM ON
189,GA5520E,19-Feb-21,H & E,,49.65,52.26,9161AF,STD,3,10,45,40/40,140,140,140,140,140,120,120,,,,,,,,VACUUM ON
190,GA5520E,19-Feb-21,H & E(corr),,54.65,56.53,9162AF,STD,3,10,45,40/40,140,140,140,140,140,120,120,,,,,,,,VACUUM ON
191,BA2091E,20-Feb-21,GREENPACK,,1238.15,110.38,9063AF-9087AF,STD,5,250,400,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,Pelletizer RPM 320
192,WA11278E,20-Feb-21,FORTUNE DARUMA,,485.05,57.63,9095AF-9099AF,STD,7,6,45,40/40,140,140,140,140,140,140,140,140,130,130,,,,,
193,WA13000E,20-Feb-21,PREMIER,,980.51,243.1,9053AF-9062AF,STD,7,38,160,40/40,200,180,170,170,160,160,150,150,160,170,,,,,
194,WA12282E,21-Feb-21,PACKAGE WORLD,,1748.15,66.72,9023AF-9026AF; 9100AF,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
195,BA9159E,22-Feb-21,Evergood,,493.31,74.37,9115AF-9124AF,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
196,BA7924E,22-Feb-21,AMAZON,,392.8,58.19,9152AF-9160AF,STD,5,100,400,40/40,180,180,180,180,180,180,180,180,160,160,160,,,,
197,GA12984E,22-Feb-21,PLEXCO(corr),,12,42.35,9129AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
198,GA12736E,22-Feb-21,PHIL-TOP,,251.52,67.67,9028AF-9033AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
199,GA13925E,22-Feb-21,GREENPACK,,128.35,57.04,9050AF-9052AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
200,VA4086E,27-Feb-21,EASTERN,,195.15,48.99,9285AF-9288AF,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
201,WA4284E,24-Feb-21,ZELLER,,54.08,28.22,9216AF,STD,1,80,400,40/40,180,200,180,180,180,180,180,180,180,180,,,,,
202,WA4284E,24-Feb-21,ZELLER,,52.47,30.57,9294AF,STD,1,80,400,40/40,180,200,180,180,180,180,180,180,180,180,,,,,
203,GA5520E,20-Feb-21,H & E,,49.5,57.12,9163AF,STD,3,10,45,40/40,140,140,140,140,140,120,120,,,,,,,,VACUUM ON
204,GA5520E,24-Feb-21,H & E(trial),,50,50,9259AF; 9260AF,STD,5,75,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
205,GA5520E,24-Feb-21,H & E,,50,50,9249AF-9250AF,STD,5,75,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
206,IA12587E,23-Feb-21,EVERGOOD,,1003.41,124.91,9130AF-9150AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
207,RA11649E,24-Feb-21,MILLERS,,54.12,36.49,9257AF-9258AF,STD,5,15,300,60/60,180,200,180,180,180,180,180,180,180,180,180,,,,
208,BA6822E,24-Feb-21,Cebu Hi Q,,253.71,97.58,9251AF-9256AF,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,Pelletizer RPM 255
209,WA13183E,2-Feb-21,STAR PLASTIC,,255.42,383.13,9297AF-9299AF,STD,7,25,160,40/40,180,180,170,170,170,150,150,150,120,120,,,,,
210,BA9094E,28-Feb-21,ZELLER,,163.28,47.33,9349AF-9352AF,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
211,WA12282E,1-Mar-21,PACKAGE WORLD,,6000,64.98,9300AF-9314AF,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
212,KA9045E,1-Mar-21,EVEREST,,1513.11,87.46,9354AF-9384AF,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
213,BA9159E,27-Feb-21,Evergood,,500,95.54,9328AF-9337AF,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
214,BA9159E,1-Mar-21,EVEREST,,987.58,92.59,9385AF-9404AF,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
215,VA12992E,22-Jan-21,PLEXCO,,50.13,35.4,6251AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
216,VA4086E,2-Mar-21,IN-HOUSE,,173.17,49.48,9407AF-9410AF,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
217,GA6607E,27-Feb-21,Zeller,,53.5,84.47,9338AF,STD,3,15,25,40/40,180,200,180,180,180,180,180,,,,,,,,
218,MA4737E,26-Feb-21,EVEREST,,491.88,31.65,9262AF-9281AF,STD,3,4.3,42,40/40,150,150,150,150,140,140,140,,,,,,,,VACUUM ON
219,CA1578E,24-Feb-21,EVEREST,,247.33,70.67,9232AF-9236AF,STD,5,250,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
220,KA13315E,22-Feb-21,PHIL-TOP,,252.58,65.89,9042AF-9046AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
221,KA5796E,26-Feb-21,INCON(trial),,22.75,41.36,9326AF,STD,3,18,40,40/40,180,200,180,180,180,180,180,,,,,,,,
222,WA3827E,3-Mar-21,EASTERN,,490.65,53.04,9411AF-9415AF,STD,5,20,380,40/40,180,180,180,180,180,180,180,180,160,160,140,,,,
223,BA11748E,3-Mar-21,ALLIED,,51.19,51.19,9426AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
224,GA4178E,3-Mar-21,PSP,,509.15,60.49,9428AF-9448AF,STD,3,15,22,60/60,150,150,150,150,150,130,130,,,,,,,,
225,GA4352E,27-Feb-21,ZELLER,,492.46,52.11,9339AF-9348AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
226,GA4352E,3-Mar-21,ZELLER,,73.33,50,9423AF; 9424AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
227,KA5796E,3-Mar-21,INCON,,27.48,49.96,9427AF,STD,3,18,40,40/40,180,200,180,180,180,180,180,,,,,,,,
228,WA13906E,23-Feb-21,NMH,,998.04,107.82,9238AF-9247AF,STD,7,30,180,60/60,200,200,180,180,180,180,180,180,180,180,180,,,,VACUUM ON (52-62 PPG)
229,WA13075E,24-Feb-21,PACKAGE WORLD,,484.17,157.03,9221AF-9225AF, STD ,7,25,150,60/60,190,190,180,180,170,170,160,160,180,180,,,,,
230,WA2123E,26-Feb-21,KPC,,3904.07,268.63,9176AF-9215AF,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
231,YA5188E,26-Feb-21,Evergood,,154.04,53.73,9282AF-9284AF,STD,3,12,40,40/40,140,130,130,130,130,130,130,,,,,,,,VACUUM ON
232,WA1400E,27-Feb-21,ALLIED,,494.99,329.99,9289AF-9293AF,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
233,BA9094E,4-Mar-21,ZELLER(corr),,160.81,50.78,9517AF-9520AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
234,GA6607E,4-Mar-21,ZELLER(corr),,54.31,50.91,9521AF-9522AF,STD,3,15,25,40/40,180,200,180,180,180,180,180,,,,,,,,
235,YA6053E,4-Mar-21,EVEREST,,1263.71,59.38,9470AF-9495AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
236,DA5176E,4-Mar-21,EVEREST,,967.64,95.18,9496AF-9515AF,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
237,IA7720E,4-Mar-21,PSP,,513.46,52.22,9449AF-9469AF,STD,3,40,36,60/60,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
238,WA5870E,23-Feb-21,ISLAND,,973.72,215.58,9165AF-9174AF,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
239,KA5796E,4-Mar-21,INCON,,22.24,35.12,9525AF,STD,3,18,40,40/40,180,200,180,180,180,180,180,,,,,,,,
240,WA12282E,4-Mar-21,PACKAGE WORLD,,4290,65.71,9315AF-9325AF,STD,1,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
241,GA6607E,5-Mar-21,ALPHATECH,,590,52.44,9537AF-9548AF,STD,5,150,280,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
242,SA12119E,5-Mar-21,Emson-Arwin,,28.98,45.76,9535AF,STD,5,150,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
243,VA4086E,6-Mar-21,IN-HOUSE,,197.23,45.41,9526AF-9529AF,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
244,MA4737E,6-Mar-21,EVEREST,,522.2,26.11,9549AF-9569AF,STD,3,4.3,42,40/40,150,150,150,150,140,140,140,,,,,,,,VACUUM ON
245,YA7822E,6-Mar-21,EASTERN,,202.41,64.26,9530AF-9534AF,STD,3,22,26,40/40,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
246,BA9550E,6-Mar-21,Zeller,,100,35.93,9523AF; 9524AF,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
247,WA1400E,8-Mar-21,In House,,260.7,226.7,9578AF-9580AF,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
248,WA11838E,8-Mar-21,NPPET GLOBAL,,342.73,139.89,9582AF-9585AF,STD,7,80,400,40/40,200,220,220,220,220,220,220,220,220,220,,,,,Coil Screw/vacuum on
249,DA5176E,6-Mar-21,EVEREST,,23.66,31.45,9586AF-9587AF,STD,3,17,12-8.3,40/40,130,115,120,120,115,115,115,,,,,,,,
250,WA2123E,9-Mar-21,KPC,,568.9,247.35,9588AF-9593AF,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
251,BA13023E,9-Mar-21,GENSTAR,,474.69,50.14,9594AF-9603AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
252,YA5868E,9-Mar-21,ARC,,2423.15,91.73,9615AF-9638AF,STD,3,11,40,40/40,160,160,110,110,120,120,120,,,,,,,,VACUUM ON
253,YA5868E,9-Mar-21,ARC(trial),,200,100,9681AF-9682AF,STD,3,11,40,40/40,160,160,110,110,120,120,120,,,,,,,,VACUUM ON
254,WA8512E,10-Mar-21,J&B,,509.43,179.8,9692AF-9696AF,STD,7,22,200,40,170,160,160,150,150,140,140,140,130,130,,,,,VACUUM ON
255,WA5860E,10-Mar-21,EVERBRIGHT,,103.6,172.67,9742AF,STD,7,35,150,80/80,180,180,170,170,170,160,160,160,120,120,,,,,VACUUM ON
256,WA5840E,10-Mar-21,DGV,,98.1,202.97, 9737AF ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
257,GA13703E,10-Mar-21,PRESTIGE,,75,20.83,9673AF-9674AF,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
258,VA13514E,10-Mar-21,PRESTIGE,,74.25,23.76,9671AF-9672AF,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,,,,,
259,RA13698E,10-Mar-21,Prestige,,75.5,51.48,9675AF-9676AF, STD ,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
260,BA13652E,10-Mar-21,PRESTIGE,,76.36,26.48,9677AF-9678AF,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
261,BA12861E,10-Mar-21,AG CANPRINT,,497.95,36.21,9604AF-9614AF,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
262,YA13556E,10-Mar-21,PRESTIGE,,76.67,40,9669AF-9670AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
263,DA13643E,10-Mar-21,Anilson Pkg.(trial),,198.6,72.66,9639AF-9640AF,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
264,DA13643E,10-Mar-21,Anilson Pkg.(trial),,198.81,73.18,9641AF-9642AF,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
265,WA2123E,11-Mar-21,KPC,,5882.7,248.4,9697AF-9736AF,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
266,SA12119E,11-Mar-21,Emson-Arwin,,95.91,71.93,9774AF-9775AF,STD,5,150,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
267,GA2595E,2-Dec-22,alcos global,,196,49,4868AI-4875AI, STD ,3,8,28,40/40,220,220,220,220,220,225,225,,,,,,,,VACUUM ON/COIL SCREW/PET : 90-100 PPG
268,GA2595E,11-Mar-21,In House,,105.89,33.44,9738AF-9741AF, STD ,5,200,250,40/40,200,220,220,220,220,220,220,220,220,220,220,,,,VACUUM ON/COIL SCREW
269,GA4254E,11-Mar-21,INCON,,132.3,70.88,9689AF9691AF,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,VACUUM ON
270,GA13527E,11-Mar-21,GREENPACK,,256.72,78.99,9683AF-9688AF,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
271,DA13643E,10-Mar-21,Anilson Pkg.,,2598,73.88,9643AF-9668AF,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
272,YA7345E,11-Mar-21,BENNY,,300,56.8,9743AF-9749AF,STD,3,10,34,60/60,160,160,160,160,160,140,140,,,,,,,,VACUUM ON
273,KA5796E,12-Mar-21,INCON,,54.23,36.15,9847AF,STD,5,80,220,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
274,VA4086E,11-Mar-21,EASTERN(corr),,98.92,67.45,9808AF-9809AF,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
275,BA7924E,12-Mar-21,AMAZON,,404.79,42.99,9798AF-9806AF,STD,5,100,400,40/40,180,180,180,180,180,180,180,180,160,160,160,,,,
276,MA13910E,12-Mar-21,METRO CONT.,,519.77,50.3,9810AF-9830AF,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
277,WA5860E,12-Mar-21,EVERBRIGHT,,9.56,19.12,9849AF,STD,1,80,400,60/60,120,140,150,150,150,150,150,150,140,140,,,,,
278,RA7347E,14-Mar-21,BENNY,,1178.03,58.17,9750AF-9773AF,STD,5,7.5,220,60/60,180,180,170,170,160,160,160,160,160,160,160,,,,VACUUM ON
279,DA13643E,13-Mar-21,Anilson Pkg.(corr),,398.59,68.14,9850AF-9853AF,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
280,YA5868E,13-Mar-21,ARC,,2221.11,99.45,9776AF-9797AF,STD,3,13,26,40/40,140,100,110,110,150,130,130,,,,,,,,VACUUM ON
281,MA7758E,15-Mar-21,CYBERMANN,,382.44,28.16,9867AF-9882AF,STD,3,6.6,28,40/40,180,200,180,180,180,180,180,,,,,,,,
282,GA4254E,15-Mar-21,INCON,,104.27,65.85,9970AF-9971AF,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,VACUUM ON
283,KA7129E,15-Mar-21,H&E,,52.8,57.6,9866AF,STD ,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
284,KA3144E,15-Mar-21,H & E,,54.88,43.33,9864AF-9865AF,STD,3,40,30,40/40,180,200,180,180,180,180,180,,,,,,,,
285,WA1400E,15-Mar-21,In House,,1519.33,276.24,9854AF-9863AF; 9883AF-9887AF,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
286,VA4086E,16-Mar-21,EASTERN,,589.49,53.19,9982AF-9993AF,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
287,GA13703E,15-Mar-21,PRESTIGE(corr),,75,64.29,9888AF; 9889AF,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
288,GA5575E,17-Mar-21,UNITED ASIA,,470.9,36.69,9972AF-9981AF,STD,5,120,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
289,WA5835E,16-Mar-21,EVERGOOD,,5000,271.99,9890AF-9939AF,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
290,IA1770E,16-Mar-21,EVERBRIGHT,,994.62,52.81,0001AG-0040AG,STD,3,15,32,40/40,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
291,YA13953E,17-Mar-21,AG CANPRINT,,253,28.37,0095AG-0100AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
292,VA4086E,16-Mar-21,EASTERN(corr),,100,64.52,0149AG-0150AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
293,WA5840E,18-Mar-21,TFT,,2397.72,254.18, 0124AG-0148AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
294,WA5870E,18-Mar-21,ISLAND,,976.33,222.74,0114AG-0123AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
295,WA3827E,18-Mar-21,EASTERN,,306.06,140.18,0041AG-0043AG,STD,7,30,180,40/40,210,210,190,190,180,180,180,160,140,140,,,,,VACUUM ON
296,YA5917E,18-Mar-21,EVERGOOD,,380,41.91,0169AG-0176AG,STD,5,320,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
297,YA5124E,18-Mar-21,EVERGOOD,,510.14,76.52,0084AG-0094AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
298,BA4140E,18-Mar-21,EVERBRIGHT,,994.45,53.13,0044AG-0083AG,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
299,WA2123E,19-Mar-21,KPC,,9538.03,260.6,0151AG-0162AG; 0197AG-0250AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
300,YA13837E,19-Mar-21,GENSTAR,,125,31.51,0186AG-0188AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
301,YA13837E,19-Mar-21,GENSTAR,,43.5,31.07,0189AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
302,BA9094E,19-Mar-21,ZELLER,,199.69,59.91,9842AF-9846AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
303,BA13871E,19-Mar-21,PHIL-TOP,,128,57.74,0177AG-0179AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
304,BA2091E,19-Mar-21,GREENPACK,,613.57,72.9,0101AG-0113AG,STD,3,20,34,60/60,160,160,140,120,120,125,125,,,,,,,,Pelletizer RPM 1400
305,VA4869E,20-Mar-21,EVEREST,,257.5,72.54,0163AG-0168AG,STD,3,22,36,40/40,150,150,150,150,150,130,130,,,,,,,,
306,OA9199E,20-Mar-21,ASY,,199,37.31,9994AF-9997AF,STD,5,110,400,100/100,170,170,170,170,170,170,160,160,160,150,150,,,,
307,GA11690E,20-Mar-21,EVEREST,,153.54,54.19,0190AG-0193AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
308,GA13867E,20-Mar-21,PHIL-TOP,,124.85,49.94,0183AG-0185AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
309,KA13864E,20-Mar-21,PHIL-TOP,,121.67,52.14,0180AG-0182AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
310,WA7997E,22-Mar-21,NICE,,1956.2,66.76,9572AF-9576AF,STD,8,26,250,60/60,160,160,160,160,150,150,150,150,140,140,140,,,,VACUUM ON
311,WA5835E,22-Mar-21,EVERGOOD,,2875,251.09,9940AF-9969AF,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
312,WA5835E,22-Mar-21,EVERGOOD,,7095.6,249.41,0265AG-0336AG,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
313,GA4352E,22-Mar-21,ZELLER,,500.77,60.46,9831AF-9841AF,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
314,WA5840E,24-Mar-21,TFT,,100,200, 0337AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
315,WA5840E,24-Mar-21,AMAZON,,857.97,253.59, 0380AG-0390AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
316,WA2123E,30-Mar-21,KPC,,6000,277.35,0423AG-0462AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
317,BA12855E,26-Mar-21,GREENPACK,,257.52,52.38,0392AG-0397AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
318,BA12011E,26-Mar-21,Emson-Arwin,,158.05,59.27,0398AG-0401AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
319,DA9936E,26-Mar-21,TRADESPHERE(corr),,8,32,0422AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
320,DA9936E,26-Mar-21,TRADESPHERE,,25,50,0421AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
321,YA5917E,26-Mar-21,EVERGOOD,,26.55,28.96,0391AG,STD,5,320,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
322,WA3827E,26-Mar-21,EASTERN,,504.89,127.28,0403AG-0407AG,STD,7,30,180,40/40,210,210,190,190,180,180,180,160,140,140,,,,,VACUUM ON
323,WA1400E,26-Mar-21,INCON,,495.63,270.34,0413AG-0417AG,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
324,VA4086E,26-Mar-21,EASTERN(corr),,320.14,57.68,0195AG-0196AG; 0408AG-0412AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
325,UA11287E,27-Mar-21,SMYPC-MPP,,1505.42,114.77,0575AG-0589AG,STD,7,20,130,40,170,170,160,160,160,160,170,200,200,180,,,,,VACUUM ON
326,KA9045E,28-Mar-21,EVEREST,,1499.14,79.95,0590AG-0620AG,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
327,WA8512E,24-Mar-21,AMAZON,,5019.17,256.95, 0346AG-0379AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
328,WA5840E,26-Mar-21,AMAZON(corr),,1189.28,188.77, 0471AG-0474AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
329,BA11748E,26-Mar-21,ALLIED,,53.85,65.94,0463AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
330,WA5840E,26-Mar-21,AMAZON,,585.44,226.62, 0479AG-0484AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
331,GA3383E,27-Mar-21,EVEREST,,509.67,63.95,0621AG-0631AG,STD,3,15,15,40/40,120,110,110,110,110,120,120,,,,,,,,VACUUM ON
332,GA6246E,27-Mar-21,PLASTIMER,,152.75,47,0464AG-0467AG,STD,3,22,36,40/40,180,200,180,180,180,180,180,,,,,,,,
333,YA13837E,23-Mar-21,GENSTAR,,332.28,41.45,0339AG-0345AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
334,VA3291E,31-Mar-21,Evergood(corr),,104.05,63.7,0705AG-0706AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
335,GA3383E,31-Mar-21,EVEREST(corr),,459.18,76.53,0694AG-0703AG,STD,3,15,15,40/40,120,110,110,110,110,120,120,,,,,,,,VACUUM ON
336,GA6246E,31-Mar-21,PLASTIMER,,157.07,60.8,0691AG-0693AG,STD,3,22,36,40/40,180,200,180,180,180,180,180,,,,,,,,
337,DA9936E,30-Mar-21,TRADESPHERE(corr),,31.33,67.14,0660AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
338,BA12855E,30-Mar-21,GREENPACK(corr),,273.65,49.75,0661AG-0666AG,STD,3,40,30,40/40,180,200,180,180,180,180,180,,,,,,,,
339,WA3827E,6-Apr-21,EASTERN,,502.15,133.91,0780AG-0784AG,STD,7,30,180,40/40,210,210,190,190,180,180,180,160,140,140,,,,,VACUUM ON
340,BA4701E,27-Mar-21,EVEREST,,59.4,37.52,0468AG-0469AG,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
341,KA9732E,30-Mar-21,Alphatech,,55.58,74.11,0477AG-0478AG,STD,3,12,30,40/40,150,150,150,150,150,130,130,,,,,,,,
