id, Code ,Date, Customer , Qty Input (Kg) , Qty Output (Kg) , Output/Hr , Lot #'s ,Screw Config., MC # , Feed Rate , RPM ,Screen,Z13,Z12, Z11 , Z10 , Z9 , Z8 , Z7 , Z6 , Z5 , Z4 , Z3 , Z2 , Z1 , Resin used , REMARKS 
6372,KA3144E,2-Mar-25,H&E, 55.01 , 54.70 , 27.35 ,9422AL-9423AL,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6373,KA9045E,2-Mar-25,EVEREST," 2,015.52 "," 1,995.02 ", 81.16 ,9356AL-9396AL,STD,5,100,380,40/40,,,150,150,160,160,160,160,160,170,170,170,170,LDPE HMI,
6374,BA4521E,2-Mar-25,H&E, 58.78 , 58.20 , 24.94 ,9332AL-9333AL,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6375,BA4549E,2-Mar-25,H&E, 55.86 , 55.30 , 26.54 ,9420AL-9421AL,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6376,SA11780E,2-Mar-25,SMYPC, 600.00 , 589.04 , 74.40 ,9522AL-9533AL,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,
6377,KA5796E,3-Mar-25,INCON, 118.09 , 112.45 , 49.25 ,7461AL-7464AL,STD,5,80,250,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6378,KA7129E,3-Mar-25,H&E, 56.62 , 56.02 , 25.94 ,9397AL-9398AL,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6379,RA9825E,4-Mar-25,SMYPC," 1,050.00 "," 1,012.41 ", 85.56 ,9500AL-9521AL,STD,8,12,360,40/40,,170,170,180,180,180,180,180,180,180,180,200,200,LDPE HMI,
6380,RA12739E,4-Mar-25,SMYPC," 4,700.00 "," 3,000.00 ", 63.54 ,9713AL-9806AL,STD,8,12,380,40/40,,170,170,180,180,180,200,200,200,200,200,200,200,LDPE HMI,PRODUCTION CUT-3000
6381,MA13810E,4-Mar-25,INCON, 106.99 , 95.96 , 50.07 ,9641AL-9644AL,STD,5,6,250,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,4 KGS WAREHOUSE KULANG
6382,KA8595E,4-Mar-25,INCON, 159.00 , 155.39 , 50.40 ,9646AL-9651AL,STD,5,8,250,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6383,BA9159E,4-Mar-25,EVEREST(TUMB), 150.00 , 149.50 , 29.41 ,9680AL,STD,1,80,400,40/40,,,140,140,150,150,150150,150,150,150,150,140,120,LDPE HMI,
6384,RA12372E,4-Mar-25,SPI, 510.00 , 501.65 , 64.73 ,9471AL-9481AL,STD,5,85,420,40/40,,,150,150,160,160,170,170,170,170,180,200,200,LDPE HMI,FEEDER OVERFLOW/ CHANGE RPM/CHANGE SETTING@2000-2100 / NO OVERSIZE
6385,GA17516E,4-Mar-25,JALBY, 5.00 , 4.20 , 16.80 ,9679AL,STD,1,80,380,40/40,,,,150,150,150,150,150,150,150,150,140,120,LDPE HMI,
6386,KA8595E,4-Mar-25,INCON (TUMB), 50.00 , 49.69 , 49.69 ,9635AL,STD,5,8.9,350,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6387,GA6607E,4-Mar-25,H&E, 53.00 , 51.00 , 23.54 ,9488AL-9489AL,STD,1,80,400,40/40,,,180,180,180,180,180,180,180,180,180,180,180,PP,BREAKTIME 0500
6388,RA9825E,4-Mar-25,SMYPC, 493.00 , 490.00 , 85.22 ,9594AL,STD,8,12,360,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6389,WA5835E,5-Mar-25,IN HOUSE, 215.00 , 208.27 , 17.00 ,9929AL-9930AL,STD,3,5.7,13,60/60,,,,,,,160,160,160,160,160,170,170,LDPE HMI,3-6-25 CHANGE F.RATE/RPM/INAYOS ANG SETTING/ CRASH OVERSIZE#8-9/UMAAPAW SA VACUUM/ CHANGE SCREEN/PROD. STOP.
6390,BA9159E,5-Mar-25,EVEREST (CORR), 869.16 , 865.92 , 28.55 ,9695AL-9712AL,STD,1,85,400,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,
6391,BA9550E,5-Mar-25,H&E (CORR), 53.46 , 52.50 , 52.27 ,9211AL,STD,1,8.5,260,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6392,BA9550E,5-Mar-25,ZELLER, 85.00 , 82.58 , 55.05 ,9638AL-9640AL,STD,5,8.5,260,60/60,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6393,BA12068E,5-Mar-25,EVEREST, 257.00 , 248.65 , 59.68 ,9482AL-9487AL,STD,5,7,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6394,BA15671E,5-Mar-25,PREMIER CREATIVE( CORR ), 103.77 , 103.00 , 53.74 ,9636AL-9637AL,STD,5,85,280,40/40,,,150,150,150,150,160,160,160,160,170,170,170,LDPE HMI,VACUUM ON/ CHANGE RPM- LAGI NAGPUTOL PUTOL PAG MABILIS ANG SPEED FEEDRATE 85
6395,BA4756E,5-Mar-25,EVERGOOD (GOOD), 255.90 , 254.87 , 63.72 ,9690AL-9694AL,STD,5,20,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6396,KA3144E,6-Mar-25,H&E (CORR), 54.70 , 54.40 , 25.11 ,9975AL,STD,1,80,380,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6397,YA14414E,6-Mar-25,BEVPACK (CORR)," 1,308.93 "," 1,300.08 ", 64.00 ,9950AL-9974AL,STD,5,900,320,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,PANGIT AN G PUTOL PAG MABILIS/ VACUUM ON NAGPUPUTOL PUTOL ANG STRAND/ RPM CHANGE / KUMUKULAY SA TUBIG
6398,RA9825E,6-Mar-25,SMYPC," 3,721.00 "," 2,040.00 ", 88.70 ,9807AL-9881AL,STD,8,12,360,40/40,,,170,170,180,180,180,180,180,180,180,200,200,LDPE HMI,PRODUCTION CUT-2040
6399,IA1770E,6-Mar-25,EVERBRIGHT, 30.00 , 29.70 , 25.46 ,9654AL,STD,1,85,380,60/60,,,,150,150,150,150,150,150,150,150,140,120,LDPE HMI,VACUUM ON
6400,WA11678E,6-Mar-25,INCON, 525.00 , 513.46 , 66.97 ,9931AL-9935AL,STD,3,8.5,20,40/40,,,,,,,150,150,140,110,110,150,150,LDPE HMI,MC#3 PRODUCTION STOP BIGLANG TUMIGIL ANG PELLETIZER
6401,IA16887E,6-Mar-25,PHIL-TOP (CORR), 98.28 , 97.50 , 79.27 ,9981AL-9986AL,STD,5,800,380,40/40,,,,150,150,160,160,160,170,170,170,170,170,LDPE HMI,
6402,GA16778E,6-Mar-25,PHIL-TOP (CORR), 311.20 , 308.80 , 32.50 ,9976AL-9977AL,STD,1,85,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6403,RA5277E,6-Mar-25,EVEREST, 515.00 , 507.78 , 79.13 ,9668AL-9678AL,STD,8,15,380,40/40,,,160,160,160,160,170,170,170,180,180,180,180,LDPE HMI,
6404,RA12739E,7-Mar-25,SMYPC," 4,700.00 "," 1,633.60 ", 84.13 ,9793AL-9806AL,STD,8,12,380,40/40,,170,170,180,180,180,200,200,200,200,200,200,200,LDPE HMI,
6405,WA13000E,7-Mar-25,PREMIER CREATIVE," 1,025.00 "," 1,014.17 ", 52.68 ,9937AL-9946AL,STD,3,8.5,1.4,40/40,,,,,,,160,160,160,160,150,170,170,LDPE HMI,MC#3 SHUT OFF PROCEED TO MC#9/   CHANGE F.RATE/RPM- OVERFLOW VACUUM / HINDI MABILISAN UMAAPAW SA MAY VACUUM
6406,BA9550E,7-Mar-25,H&E (CORR), 53.18 , 52.40 , 26.87 ,9949AL,STD,1,80,400,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6407,BA9550E,7-Mar-25,ZELLER (CORR), 83.60 , 83.41 , 25.66 ,0223AM,STD,1,70,250,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6408,WA16299E,7-Mar-25,SANICON, 57.36 , 52.00 , 52.00 ,9936AL,STD,3,8.3,18,40/40,,,,,,,150,130,120,120,150,150,150,LDPE HMI,VACUUM OVERFLOW/ CHANGE RPM /CHANGE FEED RATE
6409,GA1225E,7-Mar-25,SMYPC," 2,000.00 "," 1,973.29 ", 75.32 ,9882AL-9922AL,STD,5,550,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,FEEDER OVERFLOW/ CHANGE FEED RATE CHANGE RPM
6410,YA15776E,7-Mar-25,SANICON, 105.00 , 103.80 , 24.42 ,9947AL-9980AL,STD,1,100,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6411,BA4549E,7-Mar-25,H&E, 55.30 , 54.80 , 26.30 ,9966AL,STD,1,85,380,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6412,RA9825E,8-Mar-25,SMYPC," 1,671.00 "," 1,647.34 ", 84.48 ,9848AL-9881AL,STD,8,12,360,40/40,,,170,170,180,180,180,180,180,180,180,200,200,LDPE HMI,0550 HEAT UP
6413,BA14432E,8-Mar-25,TERUMO," 1,031.80 ", 487.00 ,,,STD,,,,,,,,,,,,,,,,,,,
6414,BA12556E,8-Mar-25,PACKAGE WORLD," 4,000.00 "," 3,908.00 ", 99.94 ,9681AL-9688AL,STD,9,25,380,60/60,,160,160,150,150,150,150,150,160,160,160,160,160,RUBBER,SHUT OFF 2040
6415,BA7924E,8-Mar-25,AMAZON, 600.00 , 586.50 , 57.64 ,0211AM-0222AM,STD,5,8.6,60,40/40,,,180,180,180,180,180,180,180,180,180,200,180,HDPE HMI,HINDI BUMABAGSAK ANG COMPOUNDED/ OVERFLOW SA FEEDER/FLAT ANG STRAND PAG MABILIS ANG SPEED/CHANGE RPM/ VACUUM ON
6416,BA7861E,10-Mar-25,SMYPC," 1,219.71 "," 1,204.92 ", 62.32 ,9625AL-9667AL,STD,5,100,400,40/40,,,160,160,160,170,170,170,170,180,200,200,200,LDPE HMI,OVERFLOW ON FEEDER/CHANGE RPM /CHANGE FEEDRATE/ CHANGE SETTING
6417,CA5402E,11-Mar-25,SMYPC," 3,059.00 "," 3,050.00 ", 49.94 ,0061AM-0122AM,STD,8,5.2,120,40,,120,1250,110,110,110,110,110,110,110,110,130,130,LDPE HMI,HEAT UP 2040/PURGE 2140-2240/HINDI NAUMPISAHAN AGAD DAHIL MAGASPANG ANG STRAND NAG PUPUTOL/ CHANGE SCREEN
6418,BA14432E,11-Mar-25,TERUMO," 1,031.80 "," 1,010.96 ",,,STD,,,,,,,,,,,,,,,,,,,
6419,IA16887E,11-Mar-25,PHIL-TOP, 460.00 , 451.10 , 65.22 ,0324AM-0333AM,STD,5,8.5,40,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,CHANGE F.RATE /RPM/ OVERFLOW ON FEEDER FORT
6420,VA4086E,11-Mar-25,IN HOUSE , 600.00 , 587.66 , 61.86 ,0256AM-0267AM,STD,5,10,300,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,VACUUM ON
6421,WA15123E,12-Mar-25,GILVAN," 3,200.00 "," 3,160.34 ", 68.25 ,0268AM-0299AM,STD,3,12.6,35,40/40,,,,,,,150,150,150,150,130,130,150,LDPE HMI,
6422,YA14414E,12-Mar-25,BEVPACK (TUMB), 600.80 , 597.42 , 24.53 ,0229AM-0232AM,STD,1,90,280,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,KUMUKULAY SA TUBIG/ MC#1 STOP/ UNDER MAINTENANCE/PRODUCTION RESUME
6423,WA16973E,12-Mar-25,PHIL-TOOP, 210.00 , 196.89 , 56.25 ,0301AM-0302AM,STD,3,8.3,15,40/40,,,,,,,150,140,110,120,150,150,150,LDPE HMI,VACUUM OVERFLOW/ CHANGE RPM/CHANGE FEED RATE
6424,WA16973E,12-Mar-25,PHIL-TOP, 210.00 , 196.89 , 64.75 ,0233AM-0236AM,STD,5,8.5,380,40/40,,,160,160,160,160,160,160,170,170,170,170,170,LDPE HMI,
6425,WA3827E,12-Mar-25,IN HOUSE, 300.00 , 291.35 , 66.00 ,0253AM-0255AM,STD,5,12,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6426,RA13616E,12-Mar-25,STAR PLASTIC, 185.00 , 178.07 , 64.75 ,0233AM-0236AM,STD,5,8.5,380,40/40,,,160,160,160,160,160,160,170,170,170,170,170,LDPE HMI,
6427,DA16760E,12-Mar-25,PHIL-TOP ( CORR), 312.01 , 308.00 , 66.00 ,0344AM-0349AM ,STD,5,12,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6428,RA7310E,12-Mar-25,PHIL-TOP, 260.80 , 258.10 , 51.62 ,0199AM-0208AM,STD,5,12,300,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,NAGPUPUTOL ANG STRAND PAG MABILIS ANG SPEED / CHANGE RPM 380-320
6429,KA14303E,12-Mar-25,PHIL-TOP, 259.30 , 253.20 , 72.34 ,999AAL-9999AL,STD,5,12,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6430,TA16761E,13-Mar-25,PHIL-TOP, 460.00 , 452.00 , 64.57 ,0334AM-0343AM,STD,5,10,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,
6431,GA1225E,13-Mar-25,SMYPC," 3,200.00 "," 3,161.60 ", 84.19 ,0123AM-0186AM,STD,8,8,380,40/40,,,190,190,190,190,200,200,190,190,200,200,200,LDPE HMI,VACUUM ON/ LUMALAKI LUMILIIT ANG STRAND / OVERFLOW ON FEED RATE/ RPM /FEEDRATE
6432,GA14271E,13-Mar-25,PHIL-TOP, 264.78 , 263.11 , 78.93 ,0187AM-0192AM,STD,8,10,350,40/40,,150,150,160,160,160,160,170,170,170,170,170,170,LDPE HMI,
6433,BA14304E,13-Mar-25,PHIL-TOP, 260.08 , 256.90 , 22.42 ,0193AM-0198AM,STD,1,80,400,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,
6434,GA17489E,13-Mar-25,ROYU, 30.00 , 28.83 , 23.06 ,0506AM,STD,1,80,400,40/40,,,150,150,150,150,150,150,150,150,150,140,120,LDPE HMI,
6435,DA16760E,13-Mar-25,PHIL-TOP, 460.00 , 453.00 , 75.00 ,0314AM-0323AM,STD,5,12,380,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6436,VA17583E,13-Mar-25,EVEREST, 133.00 , 130.50 , 71.18 ,0306AM-0308AM,STD,5,10,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,
6437,GA6050E,13-Mar-25,GLOBAL KONTEINER, 57.89 , 54.82 , 21.22 ,0209AM-0210AM,STD,1,100,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,AYAW GUMANA NG SIEVER
6438,VA17581E,13-Mar-25,EVEREST, 133.00 , 131.85 , 68.20 ,0303AM-0305AM,STD,5,10,380,40/40,,,150,150,160,160,160,170,1700,170,170,170,170,LDPE HMI,
6439,TA16972E,13-Mar-25,PHIL-TOP, 260.00 , 205.09 , 65.02 ,0309AM-0313AM,STD,5,10,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,PROD. CUT UNDER MAINTENANCE 1940-2000 MAY GROUND ANG SIEVER AT PELLETIZER
6440,WA15071E,14-Mar-25,PACKAGE WORLD, 600.00 , 592.32 , 29.97 ,0237AM-0242AM,STD,3,6.7,30,40/40,,,,,,,150,150,150,150,150,150,150,RUBBER,1845- SHUT OFF
6441,RA9825E,14-Mar-25,SMYPC," 2,680.00 "," 2,961.41 ", 80.03 ,0001AM-0060AM,STD,5,10,380,40/40,,,150,150,160,160,16,170,170,170,170,170,170,LDPE HMI,
6442,RA17528E,14-Mar-25,JALBY, 200.00 , 248.00 , 21.88 ,0350AM-0353AM,STD,1,80,400,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,
6443,RA16016E,14-Mar-25,ITUNG, 105.00 , 104.60 , 22.82 ,0503AM-0504AM,STD,1,85,385,40/40,,,,150,150,150,150,150,150,150,150,140,120,LDPE HMI,
6444,GA5520E,15-Mar-25,H&E, 20.00 , 19.70 , 26.27 ,0570AM,STD,1,85,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6445,GA12411E,15-Mar-25,GENSTAR, 760.00 , 751.68 , 55.00 ,0507AM-0536AM,STD,8,8,430,40/40,,180,180,180,180,180,180,180,180,200,200,200,200,PP,OVERFLOW ON F-DER/F-RATE/RPM/ HINDI BUMABAGSAK/ KUMUKULAY SA TUBIG/ LMI WITH DIESEL]
6446,TA15557E,15-Mar-25,I TUNG, 458.80 , 455.63 , 22.41 ,0564AM-0633AM,STD,1,85,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6447,RA12739E,15-Mar-25,SMYPC," 5,000.00 "," 4,933.57 ", 72.28 ,0403AM-0502AM,STD,5,8.5,400,40/40,,,160,160,160,160,160,160,170,170,170,170,170,LDPE HMI,
6448,BA9159E,15-Mar-25,EVEREST," 2,350.00 "," 1,000.00 ", 57.42 ,0356AM-0402AM,STD,1,80,400,40/40,,140,140,150,150,150,150,150,150,150,150,140,120,LDPE HMI,PRODUCTION CUT 1000
6449,RA17528E,15-Mar-25,JALBY ( PROD.ERROR), 100.00 , 49.00 , 22.62 ,0354AM-0355AM,STD,1,85,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,2ND FORM PROD'N ERROR 50 KGS.
6450,KA2871E,16-Mar-25,EVEREST," 1,265.00 "," 1,256.16 ", 89.73 ,0537AM-0562AM,STD,8,12,360,40/40,,160,160,150,150,150,160,160,160,160,160,170,170,LDPE HMI,
6451,RA17528E,17-Mar-25,JALBY, 300.00 , 296.84 , 84.81 ,0664AM-0669AM,STD,8,10,360,40/40,,150,150,160,160,160,160,170,170,170,170,170,170,LDPE HMI,
6452,CA5402E,17-Mar-25,SMYPC," 2,102.00 "," 2,100.00 ", 49.94 ,0576AM-06016AM,STD,8,5.2,120,40/40,,120,120,110,110,110,110,110,120,120,120,130,130,LDPE HMI,VACUUM ON
6453,GA13854E,18-Mar-25,REIMAGINE, 107.70 , 98.50 , 21.89 ,0636AM-0638AM,STD,1,90,400,40/40,,,,150,150,150,150,150,150,150,150,140,120,LDPE HMI,VACUUM ON KUMUKULAY SA TUBIG ANG STRAND
6454,BA16765E,18-Mar-25,EVEREST, 82.41 , 80.90 , 21.57 ,0876AM-0877AM,STD,1,80,380,40/40,,,,140,140,150,150,150,150,155,150,140,120,LDPE HMI,
6455,BA4549E,18-Mar-25,H&E (CORR), 54.90 , 54.66 , 27.33 ,0639AM,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6456,CA8905E,19-Mar-25,SMYPC," 3,000.00 "," 2,970.50 ", 50.09 ,0681AM-0740AM,STD,8,5.2,120,40,,120,120,120,120,120,120,120,120,120,120,130,130,LDPE HMI,VACUUM ON / RELIEVER MC#P
6457,RA17528E,19-Mar-25,JALBY, 675.00 , 667.00 , 70.83 ,0741AM-0754AM,STD,5,8.5,400,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6458,OA11689E,19-Mar-25,EVEREST, 125.00 , 123.77 , 13.48 ,0248AM-0252AM,STD,1,100,400,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,BIGLANG NAMATAY MAIN MOTOR NG MC#1
6459,RA17528E,19-Mar-25,JALBY (CORR), 298.37 , 290.70 , 74.22 ,0755AM-0760AM,STD,5,8.5,350,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,NO OVERSIZE
6460,WA12282E,19-Mar-25,PACKAGE WORLD," 5,000.00 "," 4,391.00 ", 99.79 ,0243AM-0653AM,STD,9,25,380,60/60,,150,150,150,150,150,150,150,150,160,160,160,160,RUBBER,UNDER MAINTENANCE Z7 MATAAS READING 15 KGS RUN FOR BLACK SPOT
6461,OA11689E,19-Mar-25,EVEREST(TRIAL), 24.65 , 22.99 , 22.99 ,0635AM,STD,1,80,400,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,
6462,TA16761E,20-Mar-25,PHIL-TOP(corr), 454.84 , 453.70 , 25.21 ,0640AM-0648AM,STD,1,85,380,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,
6463,DA5176E,20-Mar-25,EVERGOOD, 260.01 , 257.90 , 29.47 ,0883AM-0888AM,STD,1,80,380,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,DSTOP PROD. PUMUTOK TUBO NG TUBIG SA MOTOR NG COOLING TOWER 07:40-08:10
6464,BA2688E,20-Mar-25,EVEREST, 258.78 , 248.62 , 69.21 ,0624AM-0629AM,STD,5,8.5,400,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,NO OVERSIZE  FEEDER OVERFLOW @ 0400 CHANGE SETTING
6465,BA5327E,20-Mar-25,EVEREST, 335.95 , 327.11 , 71.37 ,0617AM-0623AM,STD,5,7.5,400,40/40,,,150,150,160,160,160,160,160,170,170,170,170,LDPE HMI,
6466,BA9159E,20-Mar-25,EVEREST(CONT.)," 1,350.00 "," 1,322.17 ", 68.09 ,0376AM-0402AM,STD,5,7.5,380,40/40,,,150,150,160,160,160,160,170,170,170,210,220,LDPE HMI,FEEDER OVERFLOW/VACUUM ON/ LOT#0386-95AM/2ND PALLET LAGI NAG OVERFLOW/CHANGE SETTING NAGPUPUTOL
6467,YA13837E,21-Mar-25,GENSTAR, 258.74 , 254.31 , 61.05 ,0670AM-0675AM,STD,5,18,400,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,KUMUKULAYSA TUBIG
6468,GA12411E,21-Mar-25,GENSTAR, 779.49 , 773.82 , 54.62 ,0931AM-0945AM,STD,5,8,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,PP,KUMUKULAYSA TUBIG
6469,BA16119E,21-Mar-25,GLOBE PACK, 56.89 , 55.13 , 10.02 ,0873AM-0874AM,STD,1,40,380,40/40,,,150,150,150,160,160,160,160,170,170,170,170,LDPE HMI,OVERFLOW ON FEEDER /FEED RATE / RPM
6470,BA9159E,21-Mar-25,IN HOUSE, 150.00 , 149.07 , 68.80 ,0880AM-0882AM,STD,5,8.5,400,40/40,,,150,150,160,160,160,160,170,170,170,170,170,LDPE HMI,
6471,RA7487E,22-Mar-25,GENSTAR, 206.66 , 205.60 , 77.10 ,0676AM-0680AM,STD,8,10,380,40/40,,,150,150,160,160,160,160,160,170,170,170,170,LDPE HMI,UNDER MAINTENACE COLING TOWER
6472,WA15190E,22-Mar-25,NMH," 6,299.00 "," 6,215.29 ", 73.26 ,0950AM-1012AM,STD,3,8.5,38,40/40,,,,,,,180,180,180,180,180,200,185,PP,0900 MC#3 SHUT OFF-0500-0600 BREAKTIME
6473,RA4665E,22-Mar-25,EVEREST, 261.55 , 254.00 , 60.96 ,1067AM-1072AM,STD,8,13,250,40/40,,150,150,150,150,150,160,160,160,160,160,170,170,LDPE HMI,OVERFLOW ON FEEDER PORT
6474,WA15135E,22-Mar-25,TOPRITE, 132.31 , 128.62 , 51.45 ,0772AM,STD,3,7,12,40/40,,,,,,,150,140,140,130,130,140,150,LDPE HMI,OVERFLOW ON VENT & VACUUM PORT/ CHANGE RPM 30-20-15-12/F.RATE 12-10-7/ HINDI BUMABAGSAK/ SHUT OFF 03-22-2025
6475,GA8074E,22-Mar-25,ALPHATECH, 82.00 , 81.41 , 22.51 ,1013AM-1014AM,STD,1,80,380,40/40,,,140,140,150,150,150,150,150,150,150,140,120,LDPE HMI,
6476,IA1770E,22-Mar-25,EVERBRIGHT, 814.70 , 794.32 , 50.91 ,1017AM-1049AM,STD,5,16,430,40/40,,,150,150,140,140,160,160,160,170,170,180,180,LDPE HMI,"VACUUM ON/ OVERFLOW ON FEEDER, VENT & VACUUM PORT/RPM 400-430/ FEEDRATE 18-16"
6477,RA12739E,24-Mar-25,SMYPC," 5,000.00 "," 4,955.91 ", 85.00 ,0773AM-0872AM,STD,8,12,360,40/40,,170,170,180,180,180,180,180,180,180,180,190,190,LDPE HMI,
6478,GA13925E,24-Mar-25,GREENPACK, 513.18 , 505.00 , 67.33 ,0761AM-0771AM,STD,5,90,400,40/40,,,150,150,160,160,160,160,170,170,180,200,200,LDPE HMI,1400 CHANGE SETTING /FEEDER OVERFLOW
6479,BA2688E,24-Mar-25,EVEREST, 5.00 , 4.80 , 11.52 ,1083AM,STD,1,80,400,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6480,BA4701E,24-Mar-25,EVEREST, 85.00 , 83.30 , 21.27 ,0947AM-0949AM,STD,1,100,280,40/40,,,,180,180,180,180,180,180,180,180,200,180,PP,
6481,UA8910E,24-Mar-25,STARKSON, 15.00 , 13.02 , 26.02 ,7340AL,STD,3,60,250,60/60,,,150,150,160,160,160,160,170,170,170,170,170,RUBBER,
6482,GA12628E,24-Mar-25,PLEXCO, 258.35 , 253.29 , 54.28 ,1050AM-1055AM,STD,5,20,380,40/40,,,150,150,160,160,160,160,170,1470,170,170,170,LDPE HMI,OVERFLOW ON FEEDER/RPM 400/ FEED RATE 40
6483,GA4952E,25-Mar-25,EVEREST, 225.24 , 223.30 , 78.81 ,1073AM-1101AM,STD,5,12,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,
6484,GA5520E,25-Mar-25,H&E, 57.00 , 55.80 , 22.09 ,1084AM-1085AM,STD,1,90,380,40/40,,,,140,140,150,150,150,150,150,150,140,120,LDPE HMI,
6485,GA3538E,25-Mar-25,ZELLER (TUMB. EXTRUDE ), 15.60 , 15.50 , 22.58 ,1099AM,STD,1,90,380,40/40,,,,180,180,180,180,185,180,180,180,200,180,PP,
6486,GA3538E,25-Mar-25,ZELLER, 65.68 , 63.60 , 23.85 ,1097AM-1098AM,STD,1,90,380,40/40,,,,180,180,185,180,180,180,180,180,200,180,PP,
6487,TA15569E,25-Mar-25,PHIL-TOP (TRIAL), 65.00 , 64.00 , 76.80 ,1111AM-1112AM,STD,5,20,380,40/40,,,150,160,160,160,160,170,170,170,170,170,170,LDPE HMI,PPG 70-80 (NEW REMARKS)
6488,TA15569E,25-Mar-25,PHIL-TOP, 450.00 , 285.23 , 70.30 ,1102AM-1110AM,STD,5,80,380,40/40,,,150,160,160,160,160,160,170,170,170,170,170,LDPE HMI,PPG 70-80 (NEW REMARKS)
6489,GA16706E,25-Mar-25,EVEREST, 386.32 , 383.03 , 74.62 ,1056AM-1063AM,STD,5,80,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,LDPE HMI,
6490,BA17468E,25-Mar-25,EVERSAFE, 85.00 , 83.90 , 24.56 ,1117AM-1118AM,STD,1,80,400,40/40,,,,140,140,150,150,155,150,150,150,140,120,LDPE HMI,
6491,TA15569E,25-Mar-25,PHIL-TOP(PROD.ERROR), 50.00 , 50.00 , 200.00 ,1088AM,STD,5,20,380,40/40,,,,150,150,160,160,160,170,170,170,170,170,LDPE HMI,
6492,CA8905E,26-Mar-25,SMYPC," 2,050.00 "," 2,041.56 ", 57.91 ,0890AM-0930AM,STD,5,3.8,9,40,,,120,120,110,110,130,125,116,140,150,150,150,LDPE HMI,BIGLA NALANG NAMATAY UNG SIEVER #1- SIEVER#5 1850 - 1920
