id, Code ,Date, Customer , Qty Input (Kg) , Qty Output (Kg) , Output/Hr , Lot #'s ,Screw Config., MC # , Feed Rate , RPM ,Screen,Z13,Z12, Z11 , Z10 , Z9 , Z8 , Z7 , Z6 , Z5 , Z4 , Z3 , Z2 , Z1 , Resin used , REMARKS 
1223,CA1578E,19-Nov-21,JR HOLSTER,, 105.87 , 57.75 ,9560AG-9562AG,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
1224,VA4086E,19-Oct-21,IN-HOUSE,, 490.95 , 48.90 ,9546AG-9555AG,STD,3,20,34,40/40,,,,,,,130,140,140,140,160,160,160,,VACUUM ON
1225,BA15050E,17-Nov-21,PACKAGE WORLD,, 23.77 , 46.01 ,9375AG,STD,3,30,40,40/40,,,,,,,130,130,140,140,140,140,140,,
1226,WA2123E,20-Nov-21, KPC,," 6,000.00 ", 260.87 ,9568AG-9607AG,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
1227,WA1400E,20-Nov-21,ALLIED,, 493.48 , 276.72 ,9563AG-9567AG,STD,7,25,160,60/60,,,,120,120,150,150,150,170,170,170,180,180,,VACUUM ON
1228,DA9936E,19-Nov-21,TRADESPHERE,, 51.48 , 59.40 ,9556AG,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
1229,KA5796E,19-Nov-21,INCON,, 260.05 , 50.01 ,9609AG-9613AG,STD,3,18,40,40/40,,,,,,,180,180,180,180,180,200,180,,
1230,GA9725E,22-Nov-21,EASTERN,, 226.95 , 71.67 ,9614AG-9618AG,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
1231,GA13527E,22-Nov-21,GREENPACK,, 503.20 , 88.80 ,9619AG-9629AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
1232,TA13713E,22-Nov-21,INCON,, 106.81 , 50.07 ,9630AG-9631AG,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
1233,VA4086E,23-Nov-21,EASTERN,, 198.69 , 58.15 ,9682AG-9685AG,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
1234,BA13023E,23-Nov-21,GENSTAR,, 253.30 , 49.50 ,9672AG-9677AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
1235,GA1225E,23-Nov-21,SMYPC-MPP,, 28.86 , 36.84 ,9686AG,STD,5,180,400,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
1236,WA2123E,23-Nov-21, KPC,," 5,812.86 ", 268.29 ,9632AG-9671AG,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
1237,TA13713E,24-Nov-21,INCON,, 54.26 , 52.51 ,9924AG,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
1238,DA5176E,24-Nov-21,EVEREST,, 884.31 , 86.98 ,9811AG-9828AG,STD,3,17,12-8.3,40/40,,,,,,,115,115,115,120,120,115,130,,
1239,ZA4789E,24-Nov-21,ISLAND,, 102.68 , 60.76 ,9925AG-9926AG,STD,5,230,400,60/60,,,150,150,140,160,170,170,170,180,180,180,180,,
1240,RA4665E,10-Nov-21,EVEREST,, 210.00 , 64.62 ,9220AG-9223AG,STD,5,250,350,40/40,,,150,150,150,150,160,160,160,160,160,160,160,,
1241,RA4665E,11-Nov-21,EVEREST,, 189.22 , 61.37 ,9224AG-9227AG,STD,3,12,45,40/40,,,,,,,130,130,150,150,150,150,150,,
1242,RA4665E,24-Nov-21,EVEREST,, 253.17 , 60.76 ,9795AG-9799AG,STD,5,250,350,40/40,,,150,150,150,150,160,160,160,160,160,160,160,,
1243,KA9045E,25-Nov-21,EVEREST,," 2,118.11 ", 96.64 ,9710AG-9752AG,STD,5,200,380,40/40,, ,150,150,160,160,160,170,170,170,170,170,170,,
1244,KA9045E,25-Nov-21,EVEREST,, 13.96 , 49.27 ,9753AG,STD,5,200,380,40/40,, ,150,150,160,160,160,170,170,170,170,170,170,,
1245,KA2871E,25-Nov-21,EVEREST,," 1,121.00 ", 92.14 ,9687AG-9709AG,STD,5,150,350,40/40,,,140,140,140,140,150,150,150,160,160,160,160,,VACUUM ON
1246,BA12556E,25-Nov-21,PACKAGE WORLD,, 505.40 , 64.52 ,9927AG-9928AG,STD,8,25,140,60/60,,,160,150,140,140,140,140,140,140,140,140,150,,
1247,YA6053E,25-Nov-21,EVEREST,," 2,014.82 ", 50.52 ,9754AG-9794AG,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
1248,YA7418E,24-Nov-21,EVEREST,, 99.38 , 82.82 ,9921AG-9922AG,STD,3,14,32,40/40,,,,,,,130,130,150,150,150,150,150,,VACUUM ON
1249,CA1578E,26-Nov-21,EVEREST,, 505.00 , 97.74 ,9800AG-9810AG,STD,5,250,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
1250,VA4086E,26-Nov-21,IN-HOUSE,, 496.26 , 65.15 ,0001AH-0010AH,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
1251,WA2127E,27-Nov-21,SMYPC-MPP,, 101.09 , 173.30 ,9997AG,STD,7,40,105,60/60,,,,120,120,150,150,170,170,180,180,200,200,,VACUUM ON
1252,OA11689E,26-Nov-21,EVEREST,, 105.70 , 46.63 ,9829AG-9831AG,STD,3,15,25,40/40,,,,,,,180,180,180,180,180,200,180,,
1253,MA7758E,26-Nov-21,CYBERMANN,, 866.00 , 47.28 ,9929AG-9963AG,STD,5,90,400,40/40,,,180,180,180,180,180,180,180,150,150,200,180,,
